"Country","Issuer","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Thickness","Year","Gregorian year","Mintmark","Quantity","Grade","Collection","Public comment"
"United States","United States","Dollar (1785-date)","0.25","KM# 383","N# 640","¼ Dollar ""Washington Quarter"" (Nebraska)","Circulating commemorative coin","2006","Round","Copper-nickel clad copper","5.67","24.26","1.75","2006","2006","P","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 384","N# 641","¼ Dollar ""Washington Quarter"" (Colorado)","Circulating commemorative coin","2006","Round","Copper-nickel clad copper","5.67","24.26","1.75","2006","2006","P","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 385","N# 642","¼ Dollar ""Washington Quarter"" (North Dakota)","Circulating commemorative coin","2006","Round","Copper-nickel clad copper","5.67","24.26","1.75","2006","2006","P","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 386","N# 643","¼ Dollar ""Washington Quarter"" (South Dakota)","Circulating commemorative coin","2006","Round","Copper-nickel clad copper","5.67","24.26","1.75","2006","2006","D","1","AU","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 396","N# 644","¼ Dollar ""Washington Quarter"" (Montana)","Circulating commemorative coin","2007","Round","Copper-nickel clad copper","5.67","24.26","1.75","2007","2007","D","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 397","N# 645","¼ Dollar ""Washington Quarter"" (Washington)","Circulating commemorative coin","2007","Round","Copper-nickel clad copper","5.67","24.26","1.75","2007","2007","D","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 398","N# 646","¼ Dollar ""Washington Quarter"" (Idaho)","Circulating commemorative coin","2007","Round","Copper-nickel clad copper","5.67","24.26","1.75","2007","2007","D","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 399","N# 647","¼ Dollar ""Washington Quarter"" (Wyoming)","Circulating commemorative coin","2007","Round","Copper-nickel clad copper","5.67","24.26","1.75","2007","2007","D","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 400","N# 648","¼ Dollar ""Washington Quarter"" (Utah)","Circulating commemorative coin","2007","Round","Copper-nickel clad copper","5.67","24.26","1.75","2007","2007","P","1","AU","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 421","N# 649","¼ Dollar ""Washington Quarter"" (Oklahoma)","Circulating commemorative coin","2008","Round","Copper-nickel clad copper","5.67","24.26","1.75","2008","2008","P","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 422","N# 650","¼ Dollar ""Washington Quarter"" (New Mexico)","Circulating commemorative coin","2008","Round","Copper-nickel clad copper","5.67","24.26","1.75","2008","2008","D","1","F","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 423","N# 651","¼ Dollar ""Washington Quarter"" (Arizona)","Circulating commemorative coin","2008","Round","Copper-nickel clad copper","5.67","24.26","1.75","2008","2008","P","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 424","N# 652","¼ Dollar ""Washington Quarter"" (Alaska)","Circulating commemorative coin","2008","Round","Copper-nickel clad copper","5.67","24.26","1.75","2008","2008","P","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 425","N# 653","¼ Dollar ""Washington Quarter"" (Hawaii)","Circulating commemorative coin","2008","Round","Copper-nickel clad copper","5.67","24.26","1.75","2008","2008","P","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 445","N# 5715","¼ Dollar ""Washington Quarter"" (District of Columbia)","Circulating commemorative coin","2009","Round","Copper-nickel clad copper","5.67","24.26","1.75","2009","2009","D","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 446","N# 6624","¼ Dollar ""Washington Quarter"" (Puerto Rico)","Circulating commemorative coin","2009","Round","Copper-nickel clad copper","5.67","24.26","1.75","2009","2009","D","1","AU","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 447","N# 7528","¼ Dollar ""Washington Quarter"" (Guam)","Circulating commemorative coin","2009","Round","Copper-nickel clad copper","5.67","24.26","1.75","2009","2009","D","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 448","N# 8123","¼ Dollar ""Washington Quarter"" (American Samoa)","Circulating commemorative coin","2009","Round","Copper-nickel clad copper","5.67","24.26","1.75","2009","2009","D","1","AU","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 466","N# 8127","¼ Dollar ""Washington Quarter"" (Northern Mariana Islands)","Circulating commemorative coin","2009","Round","Copper-nickel clad copper","5.67","24.26","1.75","2009","2009","P","1","AU","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 498","N# 24705","¼ Dollar ""Washington Quarter"" (Chickasaw National Recreation Area, Oklahoma)","Circulating commemorative coin","2011","Round","Copper-nickel clad copper","5.67","24.26","1.75","2011","2011","D","1","VF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 521","N# 33916","¼ Dollar ""Washington Quarter"" (Acadia National Park, Maine)","Circulating commemorative coin","2012","Round","Copper-nickel clad copper","5.67","24.26","","2012","2012","D","1","VF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 523","N# 33986","¼ Dollar ""Washington Quarter"" (Denali National Park and Preserve, Alaska)","Circulating commemorative coin","2012","Round","Copper-nickel clad copper","5.67","24.26","1.75","2012","2012","P","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 543","N# 43520","¼ Dollar ""Washington Quarter"" (Perry's Victory, Ohio)","Circulating commemorative coin","2013","Round","Copper-nickel clad copper","5.67","24.26","1.75","2013","2013","P","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 546","N# 43523","¼ Dollar ""Washington Quarter"" (Mount Rushmore, South Dakota)","Circulating commemorative coin","2013","Round","Copper-nickel clad copper","5.67","24.26","1.75","2013","2013","D","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 566","N# 56544","¼ Dollar ""Washington Quarter"" (Great Smoky Mountains, Tennessee)","Circulating commemorative coin","2014","Round","Copper-nickel clad copper","5.67","24.26","1.75","2014","2014","D","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 567","N# 58741","¼ Dollar ''Washington Quarter'' (Shenandoah National Park, Virginia)","Circulating commemorative coin","2014","Round","Copper-nickel clad copper","5.67","24.26","1.75","2014","2014","D","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 569","N# 58946","¼ Dollar ''Washington Quarter'' (Great Sand Dunes, Colorado)","Circulating commemorative coin","2014","Round","Copper-nickel clad copper","5.67","24.26","1.75","2014","2014","P","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 570","N# 58945","¼ Dollar ''Washington Quarter'' (Everglades National Park, Florida)","Circulating commemorative coin","2014","Round","Copper-nickel clad copper","5.67","24.26","1.75","2014","2014","P","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 598","N# 69632","¼ Dollar ''Washington Quarter'' (Kisatchie National Forest, Louisiana)","Circulating commemorative coin","2015","Round","Copper-nickel clad copper","5.67","24.26","","2015","2015","P","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 599","N# 69633","¼ Dollar ''Washington Quarter'' (Blue Ridge Parkway, North Carolina)","Circulating commemorative coin","2015","Round","Copper-nickel clad copper","5.67","24.26","1.75","2015","2015","P","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 600","N# 69634","¼ Dollar ''Washington Quarter'' (Bombay Hook National Wildlife Refuge, Delaware)","Circulating commemorative coin","2015","Round","Copper-nickel clad copper","5.67","24.26","1.75","2015","2015","D","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 637","N# 83832","¼ Dollar ''Washington Quarter'' (Harpers Ferry National Historical Park, West Virginia)","Circulating commemorative coin","2016","Round","Copper-nickel clad copper","5.67","24.3","1.75","2016","2016","P","1","VF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 653","N# 99696","¼ Dollar ''Washington Quarter'' (Effigy Mounds National Monument, Iowa)","Circulating commemorative coin","2017","Round","Copper-nickel clad copper","5.67","24.3","1.75","2017","2017","P","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 655","N# 99698","¼ Dollar ''Washington Quarter'' (Ozark National Scenic Riverways, Missouri)","Circulating commemorative coin","2017","Round","Copper-nickel clad copper","5.67","24.3","1.75","2017","2017","P","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 657","N# 99700","¼ Dollar ''Washington Quarter'' (George Rogers Clark National Historical Park, Indiana)","Circulating commemorative coin","2017","Round","Copper-nickel clad copper","5.67","24.3","1.75","2017","2017","D","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 670","N# 130423","¼ Dollar ''Washington Quarter'' (Apostle Islands National Lakeshore, Wisconsin)","Circulating commemorative coin","2018","Round","Copper-nickel clad copper","5.67","24.3","1.75","2018","2018","D","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 672","N# 130425","¼ Dollar ''Washington Quarter'' (Cumberland Island National Seashore, Georgia)","Circulating commemorative coin","2018","Round","Copper-nickel clad copper","5.67","24.3","1.75","2018","2018","D","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.25","KM# 703","N# 155666","¼ Dollar ''Washington Quarter'' (San Antonio Missions National Historical Park, Texas)","Circulating commemorative coin","2019","Round","Copper-nickel clad copper","5.67","24.26","1.75","2019","2019","D","1","XF","Specialized Folder (for circulating coins)",""
"United States","United States","Dollar (1785-date)","0.5","KM# 202b","N# 65973","½ Dollar ""Kennedy Half Dollar"" (Copper-Nickel Clad Copper)","Standard circulation coin","1971-1974","Round","Copper-nickel clad copper","11.34","30.6","","1971","1971","D","1","VF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","1","KM# 110","N# 1492","1 Dollar ""Morgan Dollar""","Standard circulation coin","1878-1921","Round","Silver (.900)","26.73","38.1","2.4","1921","1921","D","1","VF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","1","KM# 207","N# 3548","1 Dollar ""Susan B. Anthony Dollar""","Standard circulation coin","1979-1999","Round","Copper-nickel clad copper","8.1","26.5","2","1979","1979","P","1","XF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","1","KM# 403","N# 1498","1 Dollar (Thomas Jefferson)","Circulating commemorative coin","2007","Round","Manganese-brass","8.1","26.5","2","2007","2007","P","1","VF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","1","KM# 428","N# 4955","1 Dollar (Andrew Jackson)","Circulating commemorative coin","2008","Round","Manganese-brass","8.1","26.5","2","2008","2008","P","1","XF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","1","KM# 474","N# 9953","1 Dollar ""Native American Dollar"" (Government—The Great Tree of Peace)","Circulating commemorative coin","2010","Round","Manganese-brass","8.1","26.5","2","2010","2010","P","1","XF","North America / Oceania",""
"Uruguay","Uruguay","Peso uruguayo (1993-date)","1","KM# 135","N# 19103","1 Peso Uruguayo (Mulita)","Circulating commemorative coin","2011-2019","Round","Brass plated steel","3.5","20","1.65","2012","2012","","1","XF","South America / Caribbean",""
"Uruguay","Uruguay","Peso uruguayo (1993-date)","2","KM# 136","N# 19104","2 Pesos Uruguayos (Carpincho)","Circulating commemorative coin","2011-2019","Round","Brass plated steel","4.5","23","1.65","2012","2012","","1","VF","South America / Caribbean",""
"Uzbekistan","Uzbekistan","Second soʻm (1994-date)","0.03","KM# 2","N# 1472","3 Tiyin","Standard circulation coin","1994","Round","Brass plated steel","2.7","19.9","1.3","1994","1994","","1","AU","World Coins / Other",""
"Uzbekistan","Uzbekistan","Second soʻm (1994-date)","10","KM# 14","N# 5555","10 Soʻm","Standard circulation coin","2001","Round","Nickel clad steel","2.75","20","1.32","2001","2001","","1","XF","World Coins / Other",""
"Uzbekistan","Uzbekistan","Second soʻm (1994-date)","100","KM# 17","N# 5884","100 Soʻm (Anniversary of State Currency)","Circulating commemorative coin","2004","Round","Copper-nickel clad steel","7.92","27","1.8","2004","2004","","1","XF","World Coins / Other",""
"Uzbekistan","Uzbekistan","Second soʻm (1994-date)","200","","N# 144053","200 Soʻm","Standard circulation coin","2018","Round","Nickel plated steel","3.3","22","1.1","2018","2018","","1","XF","World Coins / Other",""
"Vatican City","Vatican City","Lira (1929-2001)","5","KM# 51","N# 3899","5 Lire - Pius XII","Standard circulation coin","1951-1958","Round","Aluminium","1","20.2","1.6","1952","1952","","1","VF","Europe",""
